property_type|rent_type|location,price,n_rooms,n_bath,surface,details,url,metrocuadrado_index
"Casa en Arriendo, SANTA CECILIA Bogotá D.C..",$3.500.000,3,3,230.0 m2,"ARRIENDO CASA EN MODELIA BONITA, ILUMINADA , AREA 230M2, 3 ALCOBAS, 3 BAÑOS, SALA COMEDOR, COCINA INTEGRAL A GAS NATURAL, CHIMENEA, CUARTO DE SERVICIO, ESTUDIO, PISOS CERAMICA, PATIO, TERRAZA, EXTERIOR, GARAJE CIBIERTO,UBICACION POR TODA LA ESPERANZA DOS CUADRAS ANTES DE LA CALI Y UNA CUADRA Y MEDIA AL ORIENTE POR EL SEMAFORO. VEALA.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-santa-cecilia-3-habitaciones-3-banos-1-garajes/3951-M2065901,27.5
"Casa en Arriendo, CHICO NORTE Bogotá D.C..",$17.000.000,4,5,280.0 m2,"Espectacular casa para arriendo con o sin muebles en conjunto cerrado en Chico Reservado de 280 mts más amplia terraza con jardín de 68 mts. Cuatro alcobas, sala, comedor, estudio, estar de tv, cocina integral con espacio para comedor auxiliar, cuarto y baño de servicio, pisos en madera. Muy iluminada, excelente localización.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-chico-norte-4-habitaciones-5-banos-3-garajes/920-42147856,52.9
"Casa en Arriendo, CHICO NORTE II Bogotá D.C..",$8.500.000,4,3,300.0 m2,"Casa en perfecto estado, acogedora, remodelada, con grandes espacios lista par que sus nuevos habitantes lleguen al lugar de sus sueños.C&C
25-01-2018",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-chico-norte-ii-4-habitaciones-3-banos-4-garajes/800-M2018756,69.4
"Casa en Arriendo, SANTA BARBARA CENTRAL Bogotá D.C..",$6.500.000,3,4,243.0 m2,"ESPECTACULAR, UBICADISIMA, 243 MTS, TIPO COLONIAL, TRES NIVELES, PUERTA DE SEGURIDAD, TRES ALCOBAS, CUATRO BAÑOS, CUARTO Y BAÑO DE SERVICIO, SALA COMEDOR, ESTUDIO, CHIMENEA, COCINA INTEGRAL,COMEDOR AUXILIAR, ZONA DE LAVANDERÍA,  MUEBLES EMPOTRADOS,CLOSET DE LINOS,
NO PAGA ADMINISTRACIÓN SINO VIGILANCIA",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-santa-barbara-central-3-habitaciones-4-banos-2-garajes/246-M2010985,48.3
"Casa en Arriendo, EL NOGAL Bogotá D.C..",$7.000.000,3,5,284.0 m2,"Casa 2 niveles jardín y antejardin primer nivel recibidor, estudio, sala con chimenea, comedor salida al jardín grande con zona BBQ y comedor auxiliar, cocina integral semi abierta, lasena, zona de ropas independiente cuarto servicio. La casa cuenta con 4 parqueaderos 2 cubiertos y 3 descubiertos 2 depósitos. II nivel 3 alcobas principales baño tina balcón y vestier, las otras 2 alcobas con su baño y closet. Está totalmente amoblada y dotada. club house, zonas hummedas canchas de futbol.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-el-nogal-3-habitaciones-5-banos-4-garajes/5430-M2017533,45.6
"Casa en Arriendo, Bogotá D.C..",$6.000.000,3,4,300.0 m2,"arriendo casa con o sin muebles area 300 mts 3 hbitaciones, sala y comedor , cuarto y baño de sservicio",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-3-habitaciones-4-banos-4-garajes/3636-M2008091,40.8
"Casa en Arriendo, Bogotá D.C..",$6.000.000,3,3,300.0 m2,"arriiendo casa en gratamira remodelada  area 300 mts  cn o sin muebles ,zonas verdes, 3 habitaciones, sala y comedor ,cuarto y año de  servicio",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-3-habitaciones-3-banos-4-garajes/3636-M2007730,37.3
"Casa en Arriendo, Bogotá D.C..",$3.500.000,3,3,210.0 m2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-3-habitaciones-3-banos-2-garajes/10176-M2284407,47.4
"Casa en Arriendo, NIZA SUBA Bogotá D.C..",$6.000.000,3,4,300.0 m2,"arriendo casa remodelada sector de gratamira ,area 300 mts ,3 habitaciones ,estudio ,sala y comedor , el conjunto tiene zonas verdes ",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-niza-suba-3-habitaciones-4-banos-4-garajes/3636-M2001622,40.0
"Casa en Arriendo, Bogotá D.C..",$6.000.000,3,4,300.0 m2,"arriendo casa  remodelada con o sin muebles area 300 mts en  area contruida bonita , zonas verdes",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-3-habitaciones-4-banos-4-garajes/3636-M1998733,26.8
"Casa en Arriendo, LA ESPERANZA Bogotá D.C..",$6.000.000,3,4,300.0 m2,"ariendo casa remodelada en gratamira  bonita ,3 habitaciones jardin ",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-la-esperanza-3-habitaciones-4-banos-4-garajes/3636-M1999480,45.1
"Casa en Arriendo, Bogotá D.C..",$6.000.000,3,4,300.0 m2,"arriendo hermosa casa en gratamira area 300 mts   habitaciones 3 ,remodelada ,amplia",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-3-habitaciones-4-banos-4-garajes/3636-M1988095,53.6
"Casa en Arriendo, MODELIA Bogotá D.C..",$4.500.000,5,2,236.0 m2,"Inmueble para uso comercial, 2 niveles, apta para colegio, jardín u oficina. Excelente iluminación natural. Primer piso consta de: sala comedor, dos espacios abiertos, dos baños, cocine integral a gas, deposito debajo de la escalera, patio cubierto. Segundo piso: cuatro espacios, 1 baño. Espacio para 3 vehículo, pisos en cerámica,  excelente ubicación por estar cerca de vías principales como la Calle 26, Avenida Boyacá, La Esperanza. Cerca de centros comerciales y rodeado de zona hotelera y zonas verdes.  Mobiliario opcional. ",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-modelia-5-habitaciones-2-banos-3-garajes/546-53927,35.8
"Casa en Arriendo, LOS CEDRITOS Bogotá D.C..",$7.000.000,2,3,300.0 m2,"Hermosa casa, excelente ubicación, estrato 4, cocina abierta, zonas sociales amplias y luminosas.
Aplica también para uso empresarial, cuenta con 5 espacios.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-los-cedritos-2-habitaciones-3-banos-4-garajes/426-I1914033,40.1
"Casa en Arriendo, NIZA SUBA Bogotá D.C..",$7.000.000,3,5,300.0 m2,"Excelente cas rodeada de jardines, Primer Nivel: Hall entrada Baño social (remodelado),  Sala con chimenea (piso madera) - Estudio (piso madera), Comedor con chimenea (piso madera), Cocina, Zona de ropas, Cuarto servicio con baño, Segundo Nivel: - Sala de estar o de T.V. (alfombra), Habitación principal (alfombra) con su baño (remodelado), 2 Habitaciónes (alfombra), Baño (remodelado)
Lavandería y tendedero,Garage con dos depósitos y baño, Amplia zona de parqueo exterior 

",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-niza-suba-3-habitaciones-5-banos-1-garajes/874-I1892568,42.3
"Casa en Arriendo, EL RECREO DE LOS FRAILES Bogotá D.C..",$5.000.000,4,4,300.0 m2,"Espectacular casa para arriendo completamente amoblada de 300 mts más 20 mts de terraza en El Batán. Cuatro alcobas, principal con chimenea y baño, sala, comedor independiente, estudio con chimenea, estar y hall. Cocina cerrada mixta, zona de lavandería, cuarto y baño de servicio. Conjunto con parqueadero de visitantes, salón comunal, zona infantil y zonas verdes. El valor del canon incluye la administración.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-el-recreo-de-los-frailes-4-habitaciones-4-banos-2-garajes/920-42146631,37.2
"Casa en Arriendo, EL ESPARTILLAL Bogotá D.C..",$12.000.000,1,1,240.0 m2,"Espectacular casa en el NOGAL, disponible para uso comercial, 240 mts, cocineta, baños, excelentes acabados, cuenta con sus divisiones, no tiene parqueaderos pero tiene bahía para parquear. Incluida administración.  ",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-el-espartillal-1-habitaciones-1-banos/754-I1841651,64.6
"Casa en Arriendo, ESTORIL Bogotá D.C..",$6.000.000,4,3,280.0 m2,"Se arrienda casa para vivienda u oficina excelente ubicación, cerca de la autopista, dos pisos, 280 metros cuadrados con un garaje y plazoleta para parquear.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-estoril-4-habitaciones-3-banos-1-garajes/5219-1657669,45.5
"Casa en Arriendo, POTOSI Bogotá D.C..",$6.100.000,5,5,290.0 m2,"excelente casa para colegio, jardin., oficinas con 6 habitaciones 5 baños, sala comedor, 2 escaleras, 3 garajes, patio extenso, cocina excelente para un jardín, colegio, oficinas, grabación de novelas y películas, etc ",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-potosi-5-habitaciones-5-banos-3-garajes/3276-1628010,46.8
"Casa en Venta Y Arriendo, CASA BLANCA Bogotá D.C..",$8.000.000,3,3,250.0 m2,"Hermosa casa  de 250 mtrs, lote de mil quinientos metros, en Guaymaral, San Sebastián, se arrienda amoblada , VENTA sin muebles,  once años, cerca al Centro Comercial Bima,vista a verde, sala , comedor , estudio , independientes, con chimeneas, 3 alcobas , 3 baños con el social,principal con chimenea, cocina grande con comedor auxiliar, alcoba y baño de servicio , patio interior grande ,zona para bbq.  Seis garajes, depósito, parque infantil ,zonas verdes",https://www.metrocuadrado.com/inmueble/venta-casa-bogota-casa-blanca-3-habitaciones-3-banos-3-garajes/4969-1489104,56.5
"Casa en Arriendo, SANTA BARBARA ORIENTAL Bogotá D.C..",$6.500.000,5,5,341.0 m2,"Casa remodelada  ideal para oficinas, cuenta con cuatro niveles y un subsotano, con nueve espacios, cinco baños, cocina y una espectacular terraza, parqueadero para tres vehículos, y capacidad hasta de 100 puestos de trabajo, está ubicada en zona privilegiada de la ciudad con trasporte cercano, muy buenas vías de acceso como lo son la av. 9, carrera 7, calle 126 y calle 116.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-santa-barbara-oriental-5-habitaciones-5-banos-3-garajes/ATI-1171335,19.7
"Casa en Arriendo, SANTA BARBARA ORIENTAL Bogotá D.C..",$7.300.000,5,5,341.0 m2,"Casa remodelada  ideal para oficinas, cuenta con cuatro niveles y un subsotano, con nueve espacios, cinco baños, cocina y una espectacular terraza, parqueadero para tres vehículos  y capacidad hasta de 100 puestos de trabajo, está ubicada en zona privilegiada de la ciudad con trasporte cercano, muy buenas vías de acceso como lo son la av. 9, carrera 7, calle 126 y calle 116.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-santa-barbara-oriental-5-habitaciones-5-banos-3-garajes/ATI-1171319,51.6
"Casa en Venta Y Arriendo, SANTA ANA ORIENTAL Bogotá D.C..",$30.000.000,4,5,346.0 m2,"Espectacular casa de tres niveles ubicada al norte de la ciudad de Bogotá, se encuentra en un sector muy tranquilo, bastante seguro y con poco tráfico, lo que hace de ella un lugar bastante confortable; ademas su vista panorámica a la ciudad y a los cerros es inigualable!!!

Esta propiedad cuenta con 346 M2 construidos más 77 M2 de terrazas y patio, para un total de 423 M2, esta distribuido en:

•	3 niveles 
•	Sala comedor con chimenea a gas
•	Cocina abierta 
•	4 habitaciones 
•	5 baños + 1 social 
•	2 estudios 
•	Cuarto y baño del servicio
•	Zona de lavandería
•	3 terrazas 
•	1 jardín
•	4 garajes independientes 

La cocina fue importada directamente de Italia.

La casa ademas cuenta con ascensor a las dos primeras plantas, puertas de seguridad, sistema de alarmas, ventanas termo acústicas, cava de vinos (320 botellas) y pisos con calefacción.

Se arrienda completamente amoblada y para venta esta la opción de amoblado por seis mil millones de pesos.",https://www.metrocuadrado.com/inmueble/venta-casa-bogota-santa-ana-oriental-4-habitaciones-5-banos-4-garajes/229-M2407286,87.2
"Casa en Venta Y Arriendo, QUESADA Bogotá D.C..",$4.800.000,5,5,330.0 m2,"Amplia casa ubicadísima, cerca calle 53 y Avenida Caracas, sector alta valorización, universidades, transmilenio, 9 habitaciones más manzana, están organizadas por cupos o sea con divisiones,7 baños,Sala, comedor, cocina, antesala, garaje, patio, Terraza apta para  oficinas. Venta  o arriendo  Permuta por menor valor norte de Bogotá",https://www.metrocuadrado.com/inmueble/venta-casa-bogota-quesada-5-habitaciones-5-banos/864-93,29.6
"Casa en Arriendo, JOSE JOAQUIN VARGAS Bogotá D.C..",$2.500.000,5,4,400.0 m2,"Casa amplia de 4 niveles, sala comedor 6 alcobas, 4 baños, cocina gas, zona de lavanderia, patio, garaje, buen estado $2,500,000 negociables.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-jose-joaquin-vargas-5-habitaciones-4-banos-1-garajes/834-M2402060,54.4
"Casa en Arriendo, NORMANDIA OCCIDENTAL Bogotá D.C..",$2.800.000,4,3,370.0 m2,"Arriendo hermosa casa esquinera superiluminada, ideal para oficina o vivienda, tambien puede ser uso mixto, PRIMER PISO: sala comedor independientes, cocina, baño social, 4 parqueaderos cubiertos, SEGUNDO PISO consta de 4 habitaciones amplios, 2 baños amplios, 1 patio pequeño, sala de estar amplia, pisos madera, ceramica, el valor del canon es de 2.800.000.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-normandia-occidental-4-habitaciones-3-banos-4-garajes/5580-M2394147,56.9
"Casa en Venta Y Arriendo, CASA BLANCA Bogotá D.C..",$12.500.000,3,5,350.0 m2,"Espectacular casa de arquitectura moderna, ventanales piso-techo, totalmente iluminada por luz natural, acabados de lujo, rodeada por hermosos jardines, puerta de seguridad, 2 depósitos, estacionamiento para 8 autos.

3 habitaciones cada una con walk-in closet, baño completo y balcones, baño principal con jacuzzi, hall de alcobas, terraza de 30 mts2. Hall de entrada, sala con chimenea, estudio, baño social, comedor, cocina, zona de ropas, cuarto y baño de servicio, zona BBQ cubierta, deck, grandes y hermosos jardines.",https://www.metrocuadrado.com/inmueble/venta-casa-bogota-casa-blanca-3-habitaciones-5-banos-4-garajes/10139-M2386989,72.3
"Casa en Venta Y Arriendo, SANTA CECILIA Bogotá D.C..",$7.000.000,5,5,350.0 m2,"Vendo casa en modelia 8m frente*24.50m fondo, CON USO RESIDENCIAL O COMERCIAL. , la casa esta adecuada para ser hospedaje, si asi, lo requiere quien lo compre, aunque, puede usarse, como geriátrico, centro médico, OFICINAS o el uso que requieran. Está distribuida de la siguiente forma 
1 local, en la parte de frente de la casa, REMODELADO 
1 depósito o bodega o un segundo local. PARA ADECUAR
8 habitaciones
6 baños
Recepción - Sala de estar. 
muy cerca a la ZONA rosa modelia
VALOR VENTA SIN MOBILIARIO $1100 negociable. 
SI REQUIEREN EL MOBILIARIO EN LA VENTA ESTÁ SUJETO A NEGOCIACIÓN 
REMODELADA COMPLETAMENTE 
SE PUEDE VENDER CON TODO EL MOBILIARIO O SOLO LA CASA
SE ARRIENDA CON TODO EN 8.5 MILLONES 
SE ARRIENDA SIN MOBILIARIO EN 7 MILLONES ",https://www.metrocuadrado.com/inmueble/venta-casa-bogota-santa-cecilia-5-habitaciones-5-banos-3-garajes/368-M2383226,53.0
"Casa en Arriendo, ESTORIL Bogotá D.C..",$15.500.000,2,4,400.0 m2,CASA PARA OFICINAS DE DOS NIVELES -AREAS ABIERTAS-SALA DE JUNTAS -BATERIA DE BAÑOS -ESPCACIOS PARA 20PUESTOS CABLEADO ESTRECTADO -ESPACIOS PARA 15PUESTOS-ESPACIOS PARA 4PUESTOS -OFICINA PRIVADFA-SALA DE JUNTAS .EL PRECIO INCLUYE -AGUA Y LUZ .SERVICIO DE RECEPCION.VIGILANCIA DE MONITOREO 24HORAS-,https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-estoril-2-habitaciones-4-banos-2-garajes/4137-M2378419,61.0
"Casa en Venta Y Arriendo, MONACO Bogotá D.C..",$9.000.000,5,5,350.0 m2,"Vende Casa, 350mts2, 7 hab, 7 baños,  3 ambientes de sala, comedor, star familiar, bar con area de BBQ, cocina, area de lavanderia, pisos de marmol, baño principal con jacuzzi, 2 parqueaderos descubiertos, a 3 cuadras de la autopista Norte y a 2 cuadras de la calle 116,",https://www.metrocuadrado.com/inmueble/venta-casa-bogota-monaco-5-habitaciones-5-banos-2-garajes/159-M2367536,52.5
"Casa en Arriendo, CASA BLANCA SUBA Bogotá D.C..",$4.600.000,5,5,350.0 m2,"Hermosa casa con excelente ubicación en Cerros de Suba, dentro del exclusivo conjunto residencial Torreladera con vigilancia privada las 24 horas, portería, canchas de tenis, canchas deportivas, senderos, áreas verdes, parque infantil y salón social, la casa tiene 350 m2 construidos, estacionamiento para dos vehículos y deposito, y 4 niveles distribuidos de la siguiente manera:

En el primer nivel esta el hall de entrada, baño de servicio, lavandería, espacioso maletero y un estudio o habitación con baño completo, esta habitación tiene  acceso al cuarto de herramientas y lencería. En el segundo nivel se encuentra la sala con chimenea, una pequeña terraza, amplio cuarto de tv con biblioteca, comedor, cocina y patio techado con parrillera, este patio cuenta adicionalmente con un acceso independiente externo a la casa para sacar a las mascotas. El tercer nivel cuenta  con 3 habitaciones una habitación principal con chimenea, amplio baño con jacuzzi, doble lavamanos y vestier, ",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-casa-blanca-suba-5-habitaciones-5-banos-2-garajes/3437-M2366309,45.2
"Casa en Arriendo, SANTA BARBARA ORIENTAL Bogotá D.C..",$4.500.000,5,4,340.0 m2,"casa apta para empresa, en el mejor sector de santa barbara. cerca al tranmilenio y transportes públicos. con excelentes espacios e iluminación natural. y muy buenos acabados. 4,500.000 neto.",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-santa-barbara-oriental-5-habitaciones-4-banos-1-garajes/3036-M2363140,41.3
"Casa en Arriendo, LOS NARANJOS Bogotá D.C..",$6.000.000,2,3,350.0 m2,"Casa campestre muy acogedora, rodeada de vegetación lindisima, árbol de caucho a la entrada de la casa, sala, comedor, terraza interior con meson en tableta, jacuzzi, zona de BBQ, jardín, horno de leña, zona de lavanderia con patio de ropas amplio, alcoba principal con vista, chimenea,  vestier grande con baño privado, estudio con chimenea y bibliotecas, techos de madera, muy bonita, segunda alcoba con baño independiente y closet, cocina cerrada, calentador a gas, CBS, baño social, ",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-los-naranjos-2-habitaciones-3-banos-4-garajes/5105-M2316462,26.4
"Casa en Arriendo, SANTA BARBARA CENTRAL Bogotá D.C..",$6.500.000,4,4,305.0 m2,"Rentahouse Arrienda excelente casa en estrategica zona al Norte de Bogota, cercana a diversos comercios lo que la hace muy atractiva para darle uso comercial, a pocos metros del Centro Comercial Unicentro, Farmatodo, restaurantes entre otras cadenas de comercios, facil acceso a importantes arterias viales. La casa cuenta con reformas recientes, zona de gran crecimiento y desarrollo economico.
",https://www.metrocuadrado.com/inmueble/arriendo-casa-bogota-santa-barbara-central-4-habitaciones-4-banos-2-garajes/691-M2305678,54.2
